,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
189544,2023-04-21,21,April,2023,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,29,13,35,628,377,1005,Small,Green,Carbon Fiber,2 Years,Manufacturer D,3,12.87,2,14,False,35.83,DHL,Standard,,No Return
189550,2023-06-18,18,June,2023,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,87,52,139,Large,White,Carbon Fiber,Lifetime,Manufacturer A,1,8.58,1,28,False,99.69,Posti,Same Day,Premium,60 Days
189553,2023-06-18,18,June,2023,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,12,13,35,260,156,416,Medium,White,Aluminum,Lifetime,Manufacturer B,3,8.45,3,28,True,52.65,Posti,Express,,30 Days
189596,2023-01-24,24,January,2023,28,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,85,52,137,Small,White,Carbon Fiber,1 Year,Manufacturer A,1,10.01,1,10,False,87.83,UPS,Next Day,Basic,No Return
189602,2023-02-05,5,February,2023,28,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,26,13,35,554,338,892,Large,White,Carbon Fiber,2 Years,Manufacturer C,4,3.6,4,9,False,9.56,GLS,Same Day,Premium,30 Days
189615,2023-04-28,28,April,2023,28,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,14,13,35,298,182,480,Medium,Red,Steel,3 Years,Manufacturer C,4,2.94,9,14,False,32.66,DHL,Next Day,Basic,7 Days
189627,2023-06-26,26,June,2023,28,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,30,13,35,639,390,1029,Large,Green,Steel,1 Year,Manufacturer C,3,14.1,5,16,False,91.33,GLS,Standard,,No Return
189638,2023-08-13,13,August,2023,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12,Small,Red,Carbon Fiber,3 Years,Manufacturer D,1,6.33,2,26,True,71.13,UPS,Standard,Basic,7 Days
189642,2023-09-20,20,September,2023,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,16,16,32,Large,White,Plastic,2 Years,Manufacturer C,2,4.97,6,0,True,63.85,UPS,Next Day,Basic,60 Days
189670,2023-12-16,16,December,2023,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Medium,Red,Steel,Lifetime,Manufacturer A,4,9.39,8,6,True,90.19,UPS,Same Day,,60 Days
189676,2023-12-25,25,December,2023,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,26,27,53,Extra Large,Black,Steel,1 Year,Manufacturer C,2,11.41,8,28,False,78.61,Posti,Standard,Premium,No Return
189688,2023-02-20,20,February,2023,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6,Medium,Red,Plastic,2 Years,Manufacturer A,4,10.75,9,14,False,23.24,UPS,Standard,,No Return
189709,2023-08-22,22,August,2023,32,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,48,50,98,Large,Red,Steel,2 Years,Manufacturer A,5,14.67,7,20,False,12.19,DHL,Next Day,Basic,7 Days
189711,2023-08-23,23,August,2023,32,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,53,56,109,Medium,Black,Steel,3 Years,Manufacturer D,1,14.27,7,18,True,74.22,GLS,Same Day,Premium,7 Days
189740,2023-01-03,3,January,2023,32,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Medium,Red,Steel,Lifetime,Manufacturer C,2,14.39,6,17,True,65.76,UPS,Next Day,,60 Days
189751,2023-03-31,31,March,2023,32,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Medium,White,Aluminum,3 Years,Manufacturer B,3,4.22,1,8,True,23.12,GLS,Next Day,Premium,No Return
189771,2023-06-06,6,June,2023,32,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Large,Red,Aluminum,3 Years,Manufacturer B,3,14.4,2,21,True,58.34,GLS,Same Day,Premium,30 Days
189773,2023-06-07,7,June,2023,32,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,17,18,35,Small,Green,Carbon Fiber,Lifetime,Manufacturer C,5,7.29,7,9,True,29.11,DHL,Next Day,Premium,7 Days
189778,2023-07-28,28,July,2023,32,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,34,36,70,Extra Large,Black,Steel,3 Years,Manufacturer D,5,5.93,8,4,True,24.85,GLS,Same Day,Premium,7 Days
189791,2023-12-02,2,December,2023,32,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,21,13,35,359,273,632,Medium,Green,Carbon Fiber,1 Year,Manufacturer D,3,6.81,5,16,True,33.74,Posti,Next Day,,60 Days
189793,2023-12-02,2,December,2023,32,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,31,13,35,530,403,933,Large,White,Carbon Fiber,Lifetime,Manufacturer C,3,14.44,8,10,True,19.34,DHL,Next Day,Basic,60 Days
189798,2023-12-29,29,December,2023,32,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,10,13,35,171,130,301,Extra Large,Black,Carbon Fiber,2 Years,Manufacturer B,4,6.17,6,11,False,73.03,FedEx,Standard,Basic,60 Days
189801,2023-12-29,29,December,2023,32,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,8,13,35,137,104,241,Small,Blue,Steel,2 Years,Manufacturer D,5,0.55,3,24,False,12.18,DHL,Next Day,Premium,60 Days
189840,2023-04-14,14,April,2023,33,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,Medium,Blue,Carbon Fiber,2 Years,Manufacturer C,5,4.52,1,1,True,30.14,UPS,Next Day,Basic,7 Days
189847,2023-04-22,22,April,2023,33,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,14,14,28,Extra Large,White,Aluminum,3 Years,Manufacturer A,2,2.7,4,24,False,50.26,DHL,Same Day,,60 Days
189852,2023-05-09,9,May,2023,33,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24,Medium,Black,Steel,2 Years,Manufacturer C,5,9.89,7,10,False,64.09,Posti,Standard,Basic,No Return
189871,2023-09-19,19,September,2023,73,Seniors (64+),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,27,18,45,Large,Red,Aluminum,3 Years,Manufacturer A,4,7.7,6,2,False,59.72,GLS,Express,Premium,30 Days
189880,2023-10-28,28,October,2023,34,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,3,13,35,51,39,90,Extra Large,Red,Aluminum,2 Years,Manufacturer A,5,8.18,6,24,False,60.55,GLS,Same Day,,60 Days
189892,2023-07-23,23,July,2023,34,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,17,13,35,291,221,512,Small,Green,Aluminum,1 Year,Manufacturer D,4,12.82,7,22,True,23.42,UPS,Standard,Premium,30 Days
189935,2023-06-27,27,June,2023,36,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,15,16,31,Large,Black,Steel,Lifetime,Manufacturer D,4,13.22,1,3,True,68.78,DHL,Same Day,Basic,No Return
189947,2023-07-31,31,July,2023,36,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,30,32,62,Extra Large,Green,Carbon Fiber,1 Year,Manufacturer C,5,14.36,8,18,False,56.37,DHL,Next Day,,No Return
189955,2023-08-01,1,August,2023,38,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,49,52,101,Small,Blue,Plastic,1 Year,Manufacturer A,5,2.15,4,21,False,54.79,UPS,Same Day,Basic,7 Days
189968,2023-10-06,6,October,2023,38,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,29,30,59,Large,Green,Steel,3 Years,Manufacturer B,4,1.81,1,13,False,42.88,GLS,Next Day,Premium,7 Days
189973,2023-01-31,31,January,2023,38,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,55,58,113,Medium,White,Carbon Fiber,3 Years,Manufacturer D,1,3.72,2,3,True,22.53,Posti,Next Day,,60 Days
189979,2023-05-28,28,May,2023,38,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,29,30,59,Extra Large,Green,Aluminum,3 Years,Manufacturer B,5,1.11,8,16,True,57.1,UPS,Express,,7 Days
189981,2023-08-07,7,August,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,23,24,47,Small,Blue,Carbon Fiber,2 Years,Manufacturer D,5,14.69,3,7,True,69.14,FedEx,Standard,Basic,No Return
190000,2023-10-18,18,October,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,21,22,43,Small,Blue,Carbon Fiber,2 Years,Manufacturer D,2,9.03,1,15,True,61.41,GLS,Express,Basic,30 Days
190006,2023-10-28,28,October,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,Medium,White,Carbon Fiber,Lifetime,Manufacturer B,2,7.69,9,15,False,88.32,GLS,Standard,Basic,No Return
190033,2023-02-12,12,February,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,26,27,53,Small,Black,Carbon Fiber,3 Years,Manufacturer D,5,13.96,5,3,True,35.15,UPS,Standard,Basic,No Return
190037,2023-02-16,16,February,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,14,15,29,Small,Red,Plastic,3 Years,Manufacturer C,1,3.74,8,11,False,23.32,FedEx,Same Day,,30 Days
190050,2023-05-08,8,May,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,24,25,49,Extra Large,Red,Steel,Lifetime,Manufacturer C,5,3.79,5,27,False,18.25,GLS,Same Day,,No Return
190052,2023-05-08,8,May,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,24,25,49,Extra Large,Blue,Carbon Fiber,2 Years,Manufacturer A,3,8.04,9,21,False,9.43,FedEx,Standard,Premium,7 Days
190057,2023-05-11,11,May,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16,Extra Large,White,Aluminum,Lifetime,Manufacturer A,3,11.49,8,1,True,71.33,GLS,Standard,Basic,7 Days
190061,2023-07-14,14,July,2023,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,13,14,27,Extra Large,White,Steel,2 Years,Manufacturer B,2,4.82,3,13,True,27.67,GLS,Express,,60 Days
190109,2023-04-08,8,April,2023,46,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,19,16,35,Medium,White,Plastic,3 Years,Manufacturer B,5,8.68,7,4,True,53.29,DHL,Next Day,Basic,7 Days
190133,2023-01-18,18,January,2023,45,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,3,13,35,44,39,83,Small,Black,Plastic,Lifetime,Manufacturer B,5,13.54,9,10,False,90.7,Posti,Standard,,30 Days
190135,2023-01-25,25,January,2023,45,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,10,13,35,147,130,277,Medium,White,Plastic,3 Years,Manufacturer D,4,7.13,6,19,False,36.8,FedEx,Express,Premium,7 Days
190148,2023-03-20,20,March,2023,45,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,5,13,35,73,65,138,Small,Green,Aluminum,3 Years,Manufacturer D,1,1.22,1,9,False,70.14,FedEx,Next Day,Premium,60 Days
190154,2023-03-24,24,March,2023,45,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,25,13,35,366,325,691,Extra Large,White,Aluminum,3 Years,Manufacturer A,5,10.45,7,3,True,41.28,FedEx,Express,,7 Days
190162,2023-11-01,1,November,2023,41,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,17,29,46,Medium,Blue,Aluminum,1 Year,Manufacturer B,2,8.36,5,16,True,52.43,UPS,Standard,Premium,60 Days
190178,2023-10-22,22,October,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Large,Black,Plastic,3 Years,Manufacturer D,2,5.58,5,12,False,39.54,GLS,Next Day,,7 Days
190180,2023-01-13,13,January,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,12,10,22,Small,Black,Aluminum,Lifetime,Manufacturer C,4,8.79,6,14,False,15.89,DHL,Same Day,Premium,No Return
190182,2023-01-13,13,January,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,59,50,109,Extra Large,White,Plastic,Lifetime,Manufacturer A,4,7.38,1,12,True,30.79,FedEx,Next Day,Basic,30 Days
190186,2023-02-14,14,February,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,21,18,39,Large,White,Plastic,2 Years,Manufacturer D,3,3.21,6,3,False,85.91,UPS,Express,Basic,30 Days
190187,2023-02-14,14,February,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,5,4,9,Medium,Red,Steel,2 Years,Manufacturer C,4,5.39,6,6,False,59.38,GLS,Express,,No Return
190193,2023-02-27,27,February,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,5,4,9,Medium,Black,Carbon Fiber,Lifetime,Manufacturer C,4,3.42,3,5,True,92.2,UPS,Same Day,Premium,30 Days
190197,2023-06-06,6,June,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,66,56,122,Medium,White,Aluminum,1 Year,Manufacturer B,3,3.12,7,18,True,21.93,DHL,Express,,30 Days
190202,2023-06-13,13,June,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,33,28,61,Extra Large,White,Aluminum,Lifetime,Manufacturer C,1,12.06,5,19,False,98.53,Posti,Next Day,Premium,No Return
190206,2023-06-14,14,June,2023,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,59,50,109,Small,Black,Steel,Lifetime,Manufacturer A,1,9.04,5,1,True,84.29,Posti,Standard,Premium,30 Days
190218,2023-09-11,11,September,2023,36,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire,23,11,29,307,253,560,Large,Red,Steel,2 Years,Manufacturer A,4,3.9,8,19,True,89.52,DHL,Next Day,,60 Days
190220,2023-10-11,11,October,2023,36,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire,25,11,29,334,275,609,Medium,Green,Plastic,1 Year,Manufacturer B,1,14.32,2,0,False,49.17,GLS,Same Day,,7 Days
190228,2023-04-23,23,April,2023,36,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire,11,11,29,147,121,268,Medium,Red,Aluminum,3 Years,Manufacturer B,1,4.17,2,9,False,90.26,UPS,Express,,No Return
190242,2023-06-21,21,June,2023,36,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire,18,11,29,240,198,438,Large,White,Plastic,2 Years,Manufacturer C,4,3.57,6,10,True,67.29,FedEx,Express,,30 Days
190247,2023-08-25,25,August,2023,37,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,LL Mountain Tire,17,9,25,217,153,370,Small,Black,Aluminum,Lifetime,Manufacturer C,2,1.06,1,13,False,9.17,DHL,Next Day,Basic,7 Days
190260,2023-02-06,6,February,2023,37,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,LL Mountain Tire,26,9,25,332,234,566,Small,White,Carbon Fiber,3 Years,Manufacturer D,2,8.14,5,26,False,74.48,GLS,Express,,60 Days
190273,2023-05-05,5,May,2023,37,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,LL Mountain Tire,9,9,25,115,81,196,Medium,Green,Aluminum,2 Years,Manufacturer C,1,11.18,8,3,False,83.42,FedEx,Same Day,,7 Days
190279,2023-08-04,4,August,2023,18,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,50,34,84,Medium,Red,Plastic,3 Years,Manufacturer A,1,10.56,6,4,True,63.78,DHL,Standard,,60 Days
190287,2023-11-05,5,November,2023,18,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,24,16,40,Small,Green,Steel,Lifetime,Manufacturer C,2,14.94,2,3,True,94.74,GLS,Same Day,Premium,60 Days
190296,2023-12-18,18,December,2023,18,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,56,38,94,Medium,Red,Steel,Lifetime,Manufacturer D,2,13.42,6,14,False,24.36,GLS,Next Day,,60 Days
190320,2023-05-28,28,May,2023,18,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,59,40,99,Extra Large,White,Carbon Fiber,Lifetime,Manufacturer A,1,12.41,7,13,True,31.39,Posti,Same Day,Premium,7 Days
190338,2023-12-05,5,December,2023,56,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,7,10,17,Large,Red,Steel,3 Years,Manufacturer D,5,10.79,2,7,False,93.6,FedEx,Same Day,Basic,30 Days
190343,2023-06-26,26,June,2023,56,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7,Small,Black,Steel,2 Years,Manufacturer D,1,14.49,2,20,True,62.83,FedEx,Next Day,Basic,No Return
190344,2023-06-26,26,June,2023,56,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,20,30,50,Extra Large,Green,Steel,1 Year,Manufacturer A,4,10.92,3,13,False,99.16,DHL,Same Day,,30 Days
190346,2023-06-26,26,June,2023,56,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Small,White,Carbon Fiber,3 Years,Manufacturer D,4,13.23,9,18,False,38.11,DHL,Next Day,,60 Days
190353,2023-03-12,12,March,2023,54,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,62,56,118,Large,White,Steel,2 Years,Manufacturer A,2,10.71,2,0,False,22.34,DHL,Standard,Premium,No Return
190362,2023-04-24,24,April,2023,54,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,9,12,21,Small,Green,Steel,Lifetime,Manufacturer B,4,9.85,9,2,False,50.59,Posti,Standard,,7 Days
190374,2023-11-26,26,November,2023,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25,Large,White,Plastic,2 Years,Manufacturer A,4,2.73,1,22,True,88.4,Posti,Next Day,Premium,60 Days
190390,2023-03-28,28,March,2023,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25,Extra Large,Red,Aluminum,3 Years,Manufacturer C,4,1.14,2,6,False,90.49,FedEx,Standard,,60 Days
190395,2023-04-19,19,April,2023,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,4,8,12,Large,Blue,Aluminum,1 Year,Manufacturer A,2,8.0,3,28,True,37.68,DHL,Same Day,Basic,60 Days
190398,2023-04-21,21,April,2023,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,13,23,36,Medium,Blue,Plastic,Lifetime,Manufacturer C,4,8.35,8,11,False,61.4,GLS,Standard,Basic,No Return
190401,2023-05-05,5,May,2023,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Extra Large,Green,Aluminum,2 Years,Manufacturer B,5,12.27,9,5,True,54.63,FedEx,Standard,,7 Days
190418,2023-07-13,13,July,2023,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,6,10,16,Large,Green,Plastic,2 Years,Manufacturer A,3,11.33,2,3,False,82.46,Posti,Express,,No Return
190420,2023-07-13,13,July,2023,22,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,5,9,14,Large,Red,Steel,1 Year,Manufacturer A,1,2.1,3,27,False,79.44,UPS,Same Day,Basic,7 Days
190432,2023-06-05,5,June,2023,54,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,36,38,74,Small,White,Aluminum,2 Years,Manufacturer A,1,12.0,7,13,False,34.9,DHL,Next Day,,No Return
190434,2023-06-27,27,June,2023,54,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,8,8,16,Large,Red,Aluminum,1 Year,Manufacturer B,2,5.75,6,29,True,10.51,GLS,Express,Premium,30 Days
190443,2023-08-09,9,August,2023,53,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,14,25,39,Small,Blue,Aluminum,1 Year,Manufacturer C,2,3.16,6,3,False,85.59,Posti,Next Day,,60 Days
190452,2023-12-15,15,December,2023,53,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25,Medium,Black,Carbon Fiber,1 Year,Manufacturer C,3,0.74,6,27,False,33.66,GLS,Express,Basic,7 Days
